Company,Symbol,Date,Close,High,Low,Open,Volume,Yearly,Containings
Techno,A358,2009-03-31,17.7,17.75,17.67,17.68,386023,254508,254508
Techno,A359,2009-04-01,18.55,18.55,17.91,17.92,386024,254509,254509
Techno,A360,2009-04-02,18.88,18.88,18.4,18.44,386025,254510,254510
Techno,A361,2009-04-03,18.87,19.13,18.87,19.12,386026,254511,254511
Techno,A362,2009-04-04,18.9,18.92,18.31,18.32,386027,254512,254512
Techno,A363,2009-04-05,19.595,19.595,19.06,19.07,386028,254513,254513
Techno,A364,2009-04-06,19.91,19.91,19.51,19.52,386029,254514,254514
Techno,A365,2009-04-07,20.07,20.07,19.94,19.95,386030,254515,254515
Techno,A366,2009-04-08,20.225,20.25,20.16,20.24,386031,254516,254516
Techno,A367,2009-04-09,19.69,20.16,19.69,20.15,386032,254517,254517
Techno,A368,2009-04-10,19.7,19.76,19.66,19.67,386033,254518,254518
Techno,A369,2009-04-11,20.13,20.13,19.83,19.85,386034,254519,254519
Techno,A370,2009-04-12,20.05,20.1,20.05,20.09,386035,254520,254520
Techno,A371,2009-04-13,20.11,20.26,20.06,20.24,386036,254521,254521
Techno,A372,2009-04-14,20.245,20.27,20.17,20.18,386037,254522,254522
Techno,A373,2009-04-15,20.15,20.31,20.13,20.3,386038,254523,254523
Techno,A374,2009-04-16,20.05,20.14,20.04,20.13,386039,254524,254524
Techno,A375,2009-04-17,19.425,20.21,19.425,20.2,386040,254525,254525
Techno,A376,2009-04-18,19.63,19.63,19.47,19.49,386041,254526,254526
Techno,A377,2009-04-19,20.115,20.115,19.54,19.54,386042,254527,254527
Techno,A378,2009-04-20,20.155,20.18,20.12,20.17,386043,254528,254528
Techno,A379,2009-04-21,19.665,20.33,19.665,20.33,386044,254529,254529
Techno,A380,2009-04-22,19.72,19.72,19.62,19.63,386045,254530,254530
Techno,A381,2009-04-23,19.39,19.71,19.39,19.7,386046,254531,254531
Techno,A382,2009-04-24,19.135,19.18,19.135,19.17,386047,254532,254532
Techno,A383,2009-04-25,18.815,19.32,18.815,19.31,386048,254533,254533
Techno,A384,2009-04-26,18.71,18.71,18.66,18.68,386049,254534,254534
Techno,A385,2009-04-27,18.475,18.67,18.47,18.66,386050,254535,254535
Techno,A386,2009-04-28,18.68,18.69,18.45,18.48,386051,254536,254536
Techno,A387,2009-04-29,19.055,19.055,18.72,18.73,386052,254537,254537
Techno,A388,2009-04-30,19.5,19.5,19.11,19.13,386053,254538,254538
Techno,A389,2009-05-01,19.24,19.57,19.24,19.55,386054,254539,254539
Techno,A390,2009-05-02,18.94,19.22,18.94,19.22,386055,254540,254540
Techno,A391,2009-05-03,19.385,19.385,18.96,18.97,386056,254541,254541
Techno,A392,2009-05-04,18.88,19.26,18.88,19.25,386057,254542,254542
Techno,A393,2009-05-05,19.405,19.405,18.98,18.98,386058,254543,254543
Techno,A394,2009-05-06,19.37,19.5,19.36,19.49,386059,254544,254544
Techno,A395,2009-05-07,19.415,19.44,19.4,19.43,386060,254545,254545
Techno,A396,2009-05-08,19.56,19.56,19.36,19.37,386061,254546,254546
Techno,A397,2009-05-09,19.89,19.89,19.56,19.59,386062,254547,254547
Techno,A398,2009-05-10,19.65,19.85,19.65,19.85,386063,254548,254548
Techno,A399,2009-05-11,19.85,19.85,19.66,19.67,386064,254549,254549
Redmi,A400,2009-02-01,19.8,19.81,19.76,19.77,386065,254550,254550
Redmi,A401,2009-02-02,20.19,20.19,19.95,19.96,386066,254551,254551
Redmi,A402,2009-02-03,19.89,20.17,19.89,20.16,386067,254552,254552
Redmi,A403,2009-02-04,19.7,19.86,19.7,19.85,386068,254553,254553
Redmi,A404,2009-02-05,19.9,19.9,19.75,19.76,386069,254554,254554
Redmi,A405,2009-02-06,19.9,19.93,19.89,19.91,386070,254555,254555
Redmi,A406,2009-02-07,20.01,20.01,19.93,19.99,386071,254556,254556
Redmi,A407,2009-02-08,20.145,20.21,19.85,19.87,386072,254557,254557
Redmi,A408,2009-02-09,19.75,20.18,19.75,20.17,386073,254558,254558
Redmi,A409,2009-02-10,19.52,19.98,19.52,19.97,386074,254559,254559
Redmi,A410,2009-02-11,18.785,19.59,18.785,19.56,386075,254560,254560
Redmi,A411,2009-02-12,18.74,18.77,18.74,18.76,386076,254561,254561
Redmi,A412,2009-02-13,19,19.04,18.56,18.58,386077,254562,254562
Redmi,A413,2009-02-14,18.515,18.96,18.515,18.95,386078,254563,254563
Redmi,A414,2009-02-15,18.15,18.59,18.15,18.56,386079,254564,254564
Redmi,A415,2009-02-16,18.405,18.405,17.9,17.92,386080,254565,254565
Redmi,A416,2009-02-17,18.59,18.59,18.31,18.32,224920,254566,254566
Redmi,A417,2009-02-18,17.88,18.52,17.88,18.52,328100,254567,254567
Redmi,A418,2009-02-19,17.77,17.91,17.77,17.9,270530,254568,254568
Redmi,A419,2009-02-20,18.185,18.24,17.95,17.95,229350,254569,254569
Redmi,A420,2009-02-21,17.73,18.13,17.73,18.12,574250,254570,254570
Redmi,A421,2009-02-22,17.525,18.04,17.525,18.04,356500,254571,254571
Redmi,A422,2009-02-23,17.09,17.42,17.09,17.41,529900,254572,254572
Redmi,A423,2009-02-24,17.39,17.39,17.18,17.19,388520,254573,254573
Redmi,A424,2009-02-25,16.7,17.29,16.4,17.29,462180,254574,254574
Redmi,A425,2009-02-26,16.12,16.65,15.95,16.48,532490,254575,254575
Redmi,A426,2009-02-27,15.77,16.56,15.72,16.51,505470,254576,254576
Redmi,A427,2009-02-28,15.645,15.93,15.51,15.78,431810,254577,254577
Redmi,A428,2009-03-01,16.8,16.87,15.71,15.71,789680,254578,254578
Redmi,A429,2009-03-02,17.215,17.33,16.51,17.03,576850,254579,254579
Redmi,A430,2009-03-03,17.685,17.73,17.34,17.52,599770,254580,254580
Redmi,A431,2009-03-04,17.4,17.81,17.4,17.81,316140,254581,254581
Redmi,A432,2009-03-05,17.83,17.88,16.99,17.45,372770,254582,254582
Redmi,A433,2009-03-06,17.87,18.07,17.64,17.71,290990,254583,254583
Redmi,A434,2009-03-07,18.31,18.31,17.78,18,359600,254584,254584
Redmi,A435,2009-03-08,18.235,18.42,18.1,18.34,237620,254585,254585
Redmi,A436,2009-03-09,18.59,18.62,18.08,18.31,299540,254586,254586
Redmi,A437,2009-03-10,18.5,18.63,18.37,18.58,351660,254587,254587
Redmi,A438,2009-03-11,18.125,18.48,18.02,18.48,251980,254588,254588
Redmi,A439,2009-03-12,17.935,18.23,17.87,18.1,164300,254589,254589
Redmi,A440,2009-03-13,17.76,18.04,17.76,17.92,297980,254590,254590
Redmi,A441,2009-03-14,18.575,18.74,17.76,17.83,413870,254591,254591
Redmi,A442,2009-03-15,18.795,18.88,18.56,18.63,284860,254592,254592
Redmi,A443,2009-03-16,18.84,19.13,18.7,19.01,226700,254593,254593
Redmi,A444,2009-03-17,19.325,19.37,19.06,19.25,446900,254594,254594
Redmi,A445,2009-03-18,18.62,19.45,18.36,19.45,327420,254595,254595
Redmi,A446,2009-03-19,18.41,18.81,18.36,18.73,159130,254596,254596
Redmi,A447,2009-03-20,18.595,18.79,18.42,18.45,215920,254597,254597
Redmi,A448,2009-03-21,18.375,18.73,18.13,18.56,286570,254598,254598
Redmi,A449,2009-03-22,18.795,18.94,18.3,18.44,294540,254599,254599
Redmi,A450,2009-03-23,18.395,18.88,18.35,18.61,493720,254600,254600
Redmi,A451,2009-03-24,18.05,18.55,17.71,18.41,433450,254601,254601
Redmi,A452,2009-03-25,17.82,18.27,17.82,17.98,241310,254602,254602
Redmi,A453,2009-03-26,17.3,17.74,17.27,17.74,431720,254603,254603
Redmi,A454,2009-03-27,17.17,17.31,16.94,17.23,588960,254604,254604
Redmi,A455,2009-03-28,18.19,18.19,17.18,17.18,589010,254605,254605
Redmi,A456,2009-03-29,19.24,19.27,18.15,18.17,629050,254606,254606
Redmi,A457,2009-03-30,19.645,19.79,19.02,19.1,783500,254607,254607
Redmi,A458,2009-03-31,19.655,19.92,19.4,19.67,492640,254608,254608
Redmi,A459,2009-04-01,19.195,19.51,19.06,19.51,353930,254609,254609
Redmi,A460,2009-04-02,19.98,19.98,19.23,19.27,494720,254610,254610
Redmi,A461,2009-04-03,19.805,19.98,19.74,19.98,335660,254611,254611
Redmi,A462,2009-04-04,19.75,19.99,19.52,19.83,643970,254612,254612
Redmi,A463,2009-04-05,20.295,20.42,19.78,19.78,797420,254613,254613
Redmi,A464,2009-04-06,20.205,20.38,19.95,20.23,288000,254614,254614
Redmi,A465,2009-04-07,19.97,20.21,19.81,20.2,410650,254615,254615
Redmi,A466,2009-04-08,19.635,20.13,19.635,20.05,401870,254616,254616
Redmi,A467,2009-04-09,20.1,20.15,19.51,19.75,389060,254617,254617
Redmi,A468,2009-04-10,20.65,21.59,20.08,20.13,819530,254618,254618
Redmi,A469,2009-04-11,20.345,20.73,20.34,20.61,458580,254619,254619
Redmi,A470,2009-04-12,20.11,20.59,20.06,20.45,524390,254620,254620
Redmi,A471,2009-04-13,20.825,20.92,20.16,20.23,548070,254621,254621
Redmi,A472,2009-04-14,20.7,21.03,20.34,20.87,685810,254622,254622
Redmi,A473,2009-04-15,20.7,20.99,20.43,20.83,310890,254623,254623
Redmi,A474,2009-04-16,21.1,21.19,20.63,20.63,716140,254624,254624
Redmi,A475,2009-04-17,21.845,21.94,21.2,21.28,748860,254625,254625
Redmi,A476,2009-04-18,21.6,21.97,21.6,21.72,375550,254626,254626
Redmi,A477,2009-04-19,21.14,21.47,20.99,21.47,566180,254627,254627
Redmi,A478,2009-04-20,20.8,21.12,20.64,20.97,403110,254628,254628
Redmi,A479,2009-04-21,21.1,21.24,20.91,20.93,591460,254629,254629
Redmi,A480,2009-04-22,20.695,21.25,20.65,21.13,512230,254630,254630
Redmi,A481,2009-04-23,20.815,21.08,20.38,20.8,815110,254631,254631
Redmi,A482,2009-04-24,20.565,20.91,20.39,20.78,545350,254632,254632
Redmi,A483,2009-04-25,20.29,20.76,20.07,20.62,524730,254633,254633
Redmi,A484,2009-04-26,19.275,20.27,19.25,20.27,563680,254634,254634
Redmi,A485,2009-04-27,19.07,19.35,18.8,19.26,658240,254635,254635
Redmi,A486,2009-04-28,18.955,19.19,18.9,19.09,1090000,254636,254636
Redmi,A487,2009-04-29,19.81,19.81,18.89,18.92,639030,254637,254637
Redmi,A488,2009-04-30,20.33,20.88,19.68,19.86,1210000,254638,254638
Redmi,A489,2009-05-01,20.315,20.53,20.01,20.4,616650,254639,254639
Redmi,A490,2009-05-02,20.36,20.58,20.21,20.48,477750,254640,254640
Redmi,A491,2009-05-03,20.345,20.35,19.52,20.08,788300,254641,254641
Redmi,A492,2009-05-04,20.295,20.57,20.03,20.43,399090,254642,254642
Redmi,A493,2009-05-05,20.41,20.58,20.1,20.33,550010,254643,254643
Redmi,A494,2009-05-06,20.89,21.04,20.16,20.32,1170000,254644,254644
Redmi,A495,2009-05-07,21.23,21.29,20.74,20.86,410570,254645,254645
Redmi,A496,2009-05-08,21.35,21.52,21.07,21.29,436640,254646,254646
Redmi,A497,2009-05-09,20.47,21.15,20.4,21.11,613900,254647,254647
Redmi,A498,2009-05-10,20.74,20.88,20.42,20.43,430690,254648,254648
Redmi,A499,2009-05-11,20.595,21.17,19.83,20.21,626230,254649,254649
Oppo,A500,2009-02-01,22.01,22.01,20.05,20.08,1370000,254650,254650
Oppo,A501,2009-02-02,21.78,22.28,21.64,22.01,974600,254651,254651
Oppo,A502,2009-02-03,22.395,22.395,21.44,21.76,645090,254652,254652
Oppo,A503,2009-02-04,22.39,22.64,22.2,22.38,526170,254653,254653
Oppo,A504,2009-02-05,22.525,22.87,22.47,22.69,488680,254654,254654
Oppo,A505,2009-02-06,22.11,22.77,22.07,22.51,833600,254655,254655
Oppo,A506,2009-02-07,22.275,22.59,22.02,22.09,519440,254656,254656
Oppo,A507,2009-02-08,22.585,22.64,22.12,22.17,304330,254657,254657
Oppo,A508,2009-02-09,22.5,22.86,22.42,22.68,391500,254658,254658
Oppo,A509,2009-02-10,23.8,23.8,22.53,22.78,827070,254659,254659
Oppo,A510,2009-02-11,24,24,23.55,23.77,695060,254660,254660
Oppo,A511,2009-02-12,23.36,24,23.27,23.92,659190,254661,254661
Oppo,A512,2009-02-13,23.37,23.83,23.37,23.52,547970,254662,254662
Oppo,A513,2009-02-14,23.305,23.54,23.25,23.4,331450,254663,254663
Oppo,A514,2009-02-15,23.42,23.67,23.09,23.41,517840,254664,254664
Oppo,A515,2009-02-16,22.79,23.24,22.51,23.24,694760,254665,254665
Oppo,A516,2009-02-17,22.9,23.08,22.74,22.77,325650,254666,254666
Oppo,A517,2009-02-18,22.88,23.08,22.34,22.92,583500,254667,254667
Oppo,A518,2009-02-19,22.915,23.08,22.82,23.03,392970,254668,254668
Oppo,A519,2009-02-20,22.64,23.05,22.46,22.99,333380,254669,254669
Oppo,A520,2009-02-21,22.34,22.69,22.28,22.66,484310,254670,254670
Oppo,A521,2009-02-22,22.09,22.34,21.87,22.19,646090,254671,254671
Oppo,A522,2009-02-23,21.9,22.14,21.89,22.08,556290,254672,254672
Oppo,A523,2009-02-24,21.67,21.92,21.6,21.92,507200,254673,254673
Oppo,A524,2009-02-25,21.03,21.76,21.03,21.71,447690,254674,254674
Oppo,A525,2009-02-26,21.34,22.17,20.87,21.04,751200,254675,254675
Oppo,A526,2009-02-27,21.94,22.09,21.55,21.84,351620,254676,254676
Oppo,A527,2009-02-28,22.265,22.27,21.95,22.1,365650,254677,254677
Oppo,A528,2009-03-01,22.7,22.79,22.14,22.16,311990,254678,254678
Oppo,A529,2009-03-02,22.395,22.86,22.37,22.77,441610,254679,254679
Oppo,A530,2009-03-03,22.52,22.64,22.41,22.51,301840,254680,254680
Oppo,A531,2009-03-04,22.5,22.81,22.46,22.51,403290,254681,254681
Oppo,A532,2009-03-05,22.045,22.61,21.15,22.57,378790,254682,254682
Oppo,A533,2009-03-06,21.715,22.17,21.62,22.07,540740,254683,254683
Oppo,A534,2009-03-07,21.525,21.93,21.52,21.68,317310,254684,254684
Oppo,A535,2009-03-08,21.15,21.65,21.02,21.65,869090,254685,254685
Oppo,A536,2009-03-09,21.32,21.45,20.78,21.03,480650,254686,254686
Oppo,A537,2009-03-10,20.92,21.35,20.88,21.15,360310,254687,254687
Oppo,A538,2009-03-11,21,21.17,20.78,21.05,396090,254688,254688
Oppo,A539,2009-03-12,21.76,22.18,21.18,21.18,767730,254689,254689
Oppo,A540,2009-03-13,21.605,21.77,21.35,21.5,545430,254690,254690
Oppo,A541,2009-03-14,21.15,21.81,21.01,21.67,458550,254691,254691
Oppo,A542,2009-03-15,21.08,21.19,20.79,20.96,535340,254692,254692
Oppo,A543,2009-03-16,21.125,21.44,20.91,20.97,485040,254693,254693
Oppo,A544,2009-03-17,21.015,21.44,20.96,21.1,269130,254694,254694
Oppo,A545,2009-03-18,21.045,21.27,20.98,21.09,331260,254695,254695
Oppo,A546,2009-03-19,20.835,21.38,20.78,21.17,446820,254696,254696
Oppo,A547,2009-03-20,20.115,20.64,20.1,20.64,360490,254697,254697
Oppo,A548,2009-03-21,20.19,20.42,19.95,20.14,435740,254698,254698
Oppo,A549,2009-03-22,20.385,20.66,19.88,20.03,615040,254699,254699
Oppo,A550,2009-03-23,19.955,20.76,19.92,20.45,693410,254700,254700
Oppo,A551,2009-03-24,20.72,20.72,20.02,20.04,616880,254701,254701
Oppo,A552,2009-03-25,20.5,20.68,20.44,20.66,179820,254702,254702
Oppo,A553,2009-03-26,21.215,21.46,20.7,20.7,863830,254703,254703
Oppo,A554,2009-03-27,22.445,23.11,22.08,22.79,2150000,254704,254704
Oppo,A555,2009-03-28,23,23.13,22.04,22.24,1100000,254705,254705
Oppo,A556,2009-03-29,22.885,24.06,22.36,23.42,2210000,254706,254706
Oppo,A557,2009-03-30,22.23,22.8,22.06,22.77,783120,254707,254707
Oppo,A558,2009-03-31,22.03,22.28,21.89,22.19,570980,254708,254708
Oppo,A559,2009-04-01,21.73,21.99,21.5,21.91,672260,254709,254709
Oppo,A560,2009-04-02,21.6,21.83,21.15,21.61,579610,254710,254710
Oppo,A561,2009-04-03,20.8,21.56,20.68,21.53,687970,254711,254711
Oppo,A562,2009-04-04,21.445,21.54,20.61,20.77,644850,254712,254712
Oppo,A563,2009-04-05,21.63,22.17,21.42,21.47,685710,254713,254713
Oppo,A564,2009-04-06,21.695,21.83,21.51,21.64,657830,254714,254714
Oppo,A565,2009-04-07,21.045,21.55,20.92,21.45,989990,254715,254715
Oppo,A566,2009-04-08,21.16,21.36,20.65,20.98,799270,254716,254716
Oppo,A567,2009-04-09,20.73,21.05,20.55,21.03,370230,254717,254717
Oppo,A568,2009-04-10,21.63,21.63,20.83,20.84,606110,254718,254718
Oppo,A569,2009-04-11,21.07,21.93,21.07,21.67,614010,254719,254719
Oppo,A570,2009-04-12,20.33,21.03,20.27,21.03,578310,254720,254720
Oppo,A571,2009-04-13,19.69,20.64,19.54,20.47,740230,254721,254721
Oppo,A572,2009-04-14,19.51,19.88,19.33,19.66,693510,254722,254722
Oppo,A573,2009-04-15,19.4,19.49,18.97,19.44,902830,254723,254723
Oppo,A574,2009-04-16,19.965,20.08,19.38,19.38,883760,254724,254724
Oppo,A575,2009-04-17,20.905,21.15,20.04,20.04,865390,254725,254725
Oppo,A576,2009-04-18,21.01,21.23,20.44,20.9,507540,254726,254726
Oppo,A577,2009-04-19,20.845,21.21,20.83,21.15,264100,254727,254727
Oppo,A578,2009-04-20,20.21,20.72,20.16,20.6,333740,254728,254728
Oppo,A579,2009-04-21,19.92,20.16,19.85,20.16,429960,254729,254729
Oppo,A580,2009-04-22,20.03,20.18,19.66,20.11,545390,254730,254730
Oppo,A581,2009-04-23,19.515,20.21,19.42,20.1,468840,254731,254731
Oppo,A582,2009-04-24,19.045,19.54,18.73,19.54,585080,254732,254732
Oppo,A583,2009-04-25,18.54,19.01,18.13,18.92,988850,254733,254733
Oppo,A584,2009-04-26,19.47,19.53,18.62,18.62,694210,254734,254734
Oppo,A585,2009-04-27,19.03,19.58,19.03,19.37,363950,254735,254735
Oppo,A586,2009-04-28,18.705,19.2,18.62,19.13,465010,254736,254736
Oppo,A587,2009-04-29,18.35,18.84,18.25,18.72,522240,254737,254737
Oppo,A588,2009-04-30,19.13,19.3,18.41,18.42,523799,254738,254738
Oppo,A589,2009-05-01,19.705,19.98,19.3,19.3,907850,254739,254739
Oppo,A590,2009-05-02,20.435,20.57,19.57,20.34,758800,254740,254740
Oppo,A591,2009-05-03,20.42,20.79,20.27,20.64,372880,254741,254741
Oppo,A592,2009-05-04,20.435,20.66,20.27,20.3,302360,254742,254742
Oppo,A593,2009-05-05,19.995,20.55,19.84,20.55,860150,254743,254743
Oppo,A594,2009-05-06,19.82,20.11,19.52,20.01,205400,254744,254744
Oppo,A595,2009-05-07,19.565,20.04,19.26,19.52,413200,254745,254745
Oppo,A596,2009-05-08,19.805,20.04,19.11,19.13,501450,254746,254746
Oppo,A597,2009-05-09,19.16,20.61,19.07,20.17,1080000,254747,254747
Oppo,A598,2009-05-10,18.24,19.13,18.24,18.96,1170000,254748,254748
Oppo,A599,2009-05-11,18.015,18.97,17.87,18.06,976830,254749,254749
Nokia,A600,2009-02-01,17.035,18.65,17.035,18.59,826440,254750,254750
Nokia,A601,2009-02-02,17.225,17.82,16.27,16.56,863320,254751,254751
Nokia,A602,2009-02-03,16.62,17.83,16.39,16.99,1140000,254752,254752
Nokia,A603,2009-02-04,17.475,17.475,16.13,16.58,1400000,254753,254753
Nokia,A604,2009-02-05,16.1,17.91,16.03,17.86,627850,254754,254754
Nokia,A605,2009-02-06,16.935,16.935,15.58,16.67,948030,254755,254755
Nokia,A606,2009-02-07,18.15,18.15,16.4,17.04,691510,254756,254756
Nokia,A607,2009-02-08,18.22,18.38,17.87,18.23,257089,254757,254757
Nokia,A608,2009-02-09,18.195,18.4,17.67,18.38,407510,254758,254758
Nokia,A609,2009-02-10,18.32,18.47,17.92,18.15,298530,254759,254759
Nokia,A610,2009-02-11,16.85,18.13,16.78,18.12,486500,254760,254760
Nokia,A611,2009-02-12,16.73,17.01,16.24,16.87,683950,254761,254761
Nokia,A612,2009-02-13,17.53,17.92,16.58,16.59,694880,254762,254762
Nokia,A613,2009-02-14,17.035,17.86,16.88,17.82,478820,254763,254763
Nokia,A614,2009-02-15,17.53,17.78,17.09,17.24,294350,254764,254764
Nokia,A615,2009-02-16,17.505,17.9,17.32,17.54,434690,254765,254765
Nokia,A616,2009-02-17,17.305,17.66,17.04,17.49,230180,254766,254766
Nokia,A617,2009-02-18,17.935,17.935,17.55,17.62,284030,254767,254767
Nokia,A618,2009-02-19,17.71,18.46,17.57,18.07,612770,254768,254768
Nokia,A619,2009-02-20,18.05,18.34,17.55,17.83,847270,254769,254769
Nokia,A620,2009-02-21,17.905,18.08,17.29,17.95,592940,254770,254770
Nokia,A621,2009-02-22,16.945,17.74,16.88,17.74,562380,254771,254771
Nokia,A622,2009-02-23,16.21,16.64,16.21,16.44,733460,254772,254772
Nokia,A623,2009-02-24,16.08,16.8,15.83,16.23,775410,254773,254773
Nokia,A624,2009-02-25,16.69,16.69,16.35,16.52,494790,254774,254774
Nokia,A625,2009-02-26,17.47,17.47,16.73,16.74,741100,254775,254775
Nokia,A626,2009-02-27,16.7,17.45,16.7,17.41,665250,254776,254776
Nokia,A627,2009-02-28,16.28,16.4,15.88,16.29,786710,254777,254777
Nokia,A628,2009-03-01,16.545,16.77,15.76,16.49,618410,254778,254778
Nokia,A629,2009-03-02,4.396,4.404,4.149,4.205,472280,254779,254779
Nokia,A630,2009-03-03,4.501,4.556,4.401,4.457,544290,254780,254780
Nokia,A631,2009-03-04,4.38,4.567,4.379,4.522,637700,254781,254781
Nokia,A632,2009-03-05,4.299,4.386,4.267,4.31,376450,254782,254782
Nokia,A633,2009-03-06,4.391,4.421,4.28,4.281,394930,254783,254783
Nokia,A634,2009-03-07,4.253,4.421,4.242,4.386,384980,254784,254784
Nokia,A635,2009-03-08,3.942,4.139,3.942,4.121,908020,254785,254785
Nokia,A636,2009-03-09,3.925,4.072,3.704,4.064,1090000,254786,254786
Nokia,A637,2009-03-10,3.925,3.954,3.753,3.756,928070,254787,254787
Nokia,A638,2009-03-11,4.177,4.19,3.959,4.023,980200,254788,254788
Nokia,A639,2009-03-12,4.1,4.203,4.049,4.113,517179,254789,254789
Nokia,A640,2009-03-13,4.239,4.28,4.082,4.085,673780,254790,254790
Nokia,A641,2009-03-14,4.116,4.276,4.113,4.216,484100,254791,254791
Nokia,A642,2009-03-15,4.072,4.157,4.023,4.055,525490,254792,254792
Nokia,A643,2009-03-16,3.838,4.272,3.758,4.267,1920000,254793,254793
Nokia,A644,2009-03-17,3.804,3.981,3.663,3.914,1770000,254794,254794
Nokia,A645,2009-03-18,3.9,3.9,3.792,3.856,1050000,254795,254795
Nokia,A646,2009-03-19,3.851,3.946,3.83,3.929,906050,254796,254796
Nokia,A647,2009-03-20,3.93,3.941,3.825,3.858,797620,254797,254797
Nokia,A648,2009-03-21,3.985,3.985,3.882,3.969,762370,254798,254798
Nokia,A649,2009-03-22,4.101,4.143,3.885,3.925,717710,254799,254799
Nokia,A650,2009-03-23,4.117,4.175,4.059,4.109,741810,254800,254800
Nokia,A651,2009-03-24,4.177,4.239,4.1,4.123,624870,254801,254801
Nokia,A652,2009-03-25,4.126,4.315,4.087,4.226,684260,254802,254802
Nokia,A653,2009-03-26,4.114,4.199,4.023,4.108,704090,254803,254803
Nokia,A654,2009-03-27,4.22,4.249,4.143,4.216,531210,254804,254804
Nokia,A655,2009-03-28,4.107,4.247,4.087,4.144,571960,254805,254805
Nokia,A656,2009-03-29,4.191,4.247,4.141,4.162,451490,254806,254806
Nokia,A657,2009-03-30,4.337,4.337,4.186,4.267,420690,254807,254807
Nokia,A658,2009-03-31,4.409,4.447,4.316,4.332,687640,254808,254808
Nokia,A659,2009-04-01,4.456,4.547,4.409,4.447,579510,254809,254809
Nokia,A660,2009-04-02,4.576,4.615,4.511,4.583,638910,254810,254810
Nokia,A661,2009-04-03,4.506,4.622,4.45,4.615,610370,254811,254811
Nokia,A662,2009-04-04,4.337,4.519,4.337,4.496,626220,254812,254812
Nokia,A663,2009-04-05,4.152,4.267,4.116,4.267,801780,254813,254813
Nokia,A664,2009-04-06,4.178,4.236,4.087,4.184,529230,254814,254814
Nokia,A665,2009-04-07,4.416,4.424,4.064,4.113,767630,254815,254815
Nokia,A666,2009-04-08,4.36,4.473,4.283,4.473,465680,254816,254816
Nokia,A667,2009-04-09,4.528,4.607,4.322,4.524,589470,254817,254817
Nokia,A668,2009-04-10,4.455,4.607,4.455,4.484,282860,254818,254818
Nokia,A669,2009-04-11,4.329,4.55,4.307,4.549,499440,254819,254819
Nokia,A670,2009-04-12,4.269,4.433,4.208,4.267,391550,254820,254820
Nokia,A671,2009-04-13,4.481,4.481,4.27,4.293,348350,254821,254821
Nokia,A672,2009-04-14,4.38,4.52,4.344,4.499,223060,254822,254822
Nokia,A673,2009-04-15,4.272,4.412,4.254,4.379,321410,254823,254823
Nokia,A674,2009-04-16,4.535,4.535,4.303,4.303,693740,254824,254824
Nokia,A675,2009-04-17,4.474,4.519,4.378,4.452,525230,254825,254825
Nokia,A676,2009-04-18,4.437,4.529,4.397,4.439,448270,254826,254826
Nokia,A677,2009-04-19,4.349,4.487,4.324,4.457,511680,254827,254827
Nokia,A678,2009-04-20,4.189,4.441,4.189,4.396,587600,254828,254828
Nokia,A679,2009-04-21,4.158,4.302,4.154,4.177,345540,254829,254829
Nokia,A680,2009-04-22,4,4.266,3.992,4.157,651470,254830,254830
Nokia,A681,2009-04-23,4.046,4.064,3.885,4.003,421600,254831,254831
Nokia,A682,2009-04-24,4.265,4.265,4.113,4.113,416050,254832,254832
Nokia,A683,2009-04-25,4.227,4.33,4.177,4.212,272330,254833,254833
Nokia,A684,2009-04-26,4.335,4.445,4.171,4.177,804300,254834,254834
Nokia,A685,2009-04-27,4.411,4.443,4.32,4.373,444070,254835,254835
Nokia,A686,2009-04-28,4.491,4.523,4.454,4.466,412910,254836,254836
Nokia,A687,2009-04-29,4.595,4.599,4.523,4.524,400600,254837,254837
Nokia,A688,2009-04-30,4.555,4.619,4.502,4.563,268690,254838,254838
Nokia,A689,2009-05-01,4.55,4.646,4.455,4.61,569100,254839,254839
Nokia,A690,2009-05-02,4.449,4.666,4.425,4.574,300290,254840,254840
Nokia,A691,2009-05-03,4.556,4.594,4.404,4.434,252540,254841,254841
Nokia,A692,2009-05-04,4.37,4.504,4.37,4.456,385750,254842,254842
Nokia,A693,2009-05-05,4.324,4.442,4.284,4.373,199250,254843,254843
Nokia,A694,2009-05-06,4.213,4.37,4.204,4.332,349870,254844,254844
Nokia,A695,2009-05-07,4.254,4.316,4.185,4.244,285070,254845,254845
Nokia,A696,2009-05-08,4.203,4.271,4.164,4.267,597810,254846,254846
Nokia,A697,2009-05-09,4.177,4.307,4.134,4.189,368200,254847,254847
Nokia,A698,2009-05-10,4.383,4.402,4.194,4.205,375160,254848,254848
Nokia,A699,2009-05-11,4.275,4.472,4.27,4.411,281710,254849,254849
Q-Mobile,A700,2009-02-01,4.348,4.369,4.289,4.319,207520,254850,254850
Q-Mobile,A701,2009-02-02,4.388,4.411,4.347,4.396,121590,254851,254851
Q-Mobile,A702,2009-02-03,4.361,4.396,4.335,4.36,96300,254852,254852
Q-Mobile,A703,2009-02-04,4.22,4.382,4.22,4.339,252090,254853,254853
Q-Mobile,A704,2009-02-05,4.208,4.263,4.177,4.258,248740,254854,254854
Q-Mobile,A705,2009-02-06,4.216,4.279,4.204,4.279,194470,254855,254855
Q-Mobile,A706,2009-02-07,4.337,4.342,4.242,4.242,142260,254856,254856
